player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Zach Tom,55443,C,WAKE,13,100.0,0,339,66.6,79.4,59.4,1,11,530,100.0,100.0,98.9,0,12,0,1030,1030,0,0,1030,555,555,0,0,475,0
Nick Weber,59684,G,FAU,14,100.0,0,165,59.1,75.3,53.8,2,10,537,100.0,100.0,98.7,5,13,1,1029,0,0,0,1029,569,569,1029,0,460,0
Hayden Howerton,60052,G,SMU,13,100.0,0,287,60.5,74.1,55.3,0,14,527,100.0,100.0,98.7,3,14,0,1026,0,1025,0,1026,562,562,0,0,464,1
Justin Herron,46271,T,WAKE,13,100.0,0,339,69.0,84.2,58.1,4,5,527,100.0,100.0,98.4,4,13,4,1019,0,0,1015,1019,552,552,0,0,467,4
Clayton Walderzak,55063,T,C MICHIGAN,14,100.0,0,134,69.4,56.7,72.8,4,20,518,100.0,100.0,97.1,1,27,3,1008,0,0,1006,1008,546,546,0,0,462,2
Gene Pryor,75851,T,HAWAII,14,100.0,0,180,68.5,76.2,65.1,3,11,648,100.0,100.0,98.6,10,16,2,1008,0,0,0,1008,675,675,0,1008,333,0
Garrett Larson,45560,C,BOISE ST,14,100.0,0,120,73.4,69.6,73.3,5,12,531,100.0,100.0,98.2,2,18,1,1000,1000,0,0,1000,552,552,0,0,448,0
Travis Glover,81658,T,GA STATE,13,100.0,0,175,45.2,42.0,46.0,4,32,433,100.0,100.0,95.6,2,37,1,998,0,0,7,998,460,460,0,980,538,1
Jakari Robinson,55084,C,CINCINNATI,14,100.0,0,138,51.2,47.5,56.4,3,10,446,100.0,100.0,97.9,11,16,3,995,995,0,0,995,467,467,0,0,528,0
Malik Sumter,55194,C,GA STATE,13,100.0,1,175,68.8,67.2,68.2,0,12,430,100.0,100.0,98.6,3,12,0,989,989,0,0,989,457,457,0,0,532,0
Shamarious Gilmore,41823,G,GA STATE,13,100.0,0,175,67.4,70.7,65.1,0,11,428,100.0,100.0,98.0,4,14,3,983,0,983,0,983,455,455,0,0,528,0
Hunter Atkinson,36289,T,GA STATE,13,100.0,0,175,79.6,79.0,76.2,3,7,428,100.0,100.0,97.4,3,16,6,981,0,0,961,981,455,455,0,0,526,10
Jimmy Morrissey,41626,C,PITTSBURGH,13,100.0,0,268,71.4,80.7,67.1,0,10,592,100.0,100.0,99.2,4,10,0,980,980,0,0,980,615,615,0,0,365,0
Demytrick Ali'ifua,41289,C,UTAH ST,13,100.0,0,329,57.9,63.6,55.8,2,7,556,100.0,100.0,99.2,7,9,0,980,980,0,0,980,583,583,0,0,397,0
X'Zauvea Gadlin,77580,T,TULSA,12,100.0,1,320,55.5,46.6,57.7,10,22,513,100.0,100.0,95.1,2,41,9,979,0,0,0,979,541,541,0,978,438,1
Chris Paul,77579,G,TULSA,12,100.0,1,320,68.9,82.3,65.8,5,3,512,100.0,100.0,98.8,6,10,2,977,0,977,0,977,540,540,0,0,437,0
Obinna Eze,59837,T,MEMPHIS,14,100.0,1,218,67.3,69.4,64.7,1,16,470,100.0,100.0,97.3,7,21,4,976,0,0,875,976,498,498,0,99,478,2
Bryce Hargrove,41946,G,PITTSBURGH,13,100.0,1,268,63.8,69.1,59.9,7,16,589,100.0,100.0,97.9,3,24,1,974,0,974,0,974,612,612,0,0,362,0
Karter Shaw,81898,G,UTAH ST,13,100.0,0,329,71.7,67.8,72.2,2,20,554,100.0,100.0,97.8,3,23,1,973,0,0,0,973,581,581,973,0,392,0
Nate Brown,40643,T,NEVADA,13,99.9,0,239,56.6,71.1,48.1,7,24,573,99.8,99.8,96.6,7,35,4,971,0,0,0,972,602,603,0,970,369,2
Derek Kerstetter,60116,T,TEXAS,13,100.0,1,311,71.0,91.6,61.2,4,10,564,100.0,100.0,98.2,7,17,3,963,43,15,0,963,594,594,154,744,369,7
Samuel Cosmi,60114,T,TEXAS,13,99.9,2,311,83.3,86.0,76.3,0,13,564,99.8,99.8,98.7,9,14,1,963,0,0,943,964,594,595,0,0,369,21
Damien Lewis,81532,G,LSU,15,100.0,1,211,79.2,76.6,82.1,3,7,586,100.0,100.0,98.5,4,14,4,963,0,0,0,963,608,608,963,0,355,0
Ryan Neuzil,41123,G,APP STATE,14,100.0,4,108,78.6,78.1,79.5,2,9,414,100.0,100.0,98.7,6,11,0,958,0,958,0,958,433,433,0,0,525,0
Noah Hannon,58480,C,APP STATE,14,100.0,2,108,79.2,83.9,76.8,1,5,414,100.0,100.0,99.3,4,6,0,958,958,0,0,958,433,433,0,0,525,0
Isaac Moore,77495,T,TEMPLE,13,100.0,2,306,70.1,70.6,67.9,2,10,506,100.0,100.0,98.2,6,15,3,957,0,0,957,957,531,531,0,0,426,0
Beau Morris,24688,T,SMU,12,100.0,0,287,65.7,72.9,59.2,2,13,488,100.0,100.0,97.6,2,19,4,956,0,1,16,956,520,520,0,936,436,2
Ryan Nelson,62778,G,VIRGINIA,14,100.0,0,335,63.1,66.9,60.5,3,17,603,100.0,100.0,97.8,1,23,3,955,0,946,0,955,635,635,1,6,320,0
Keith Ismael,41878,C,S DIEGO ST,13,100.0,1,284,80.3,88.8,77.3,1,4,455,100.0,100.0,99.2,4,6,1,955,954,0,0,955,474,474,0,0,481,0
Pat Bartlett,55191,G,GA STATE,13,100.0,0,175,60.1,61.5,59.0,1,18,412,100.0,100.0,97.5,6,20,1,955,0,0,0,955,438,438,955,0,517,0
Adam Klein,77395,T,TEMPLE,13,100.0,0,306,64.9,66.0,62.1,3,20,505,100.0,100.0,97.5,4,24,1,955,0,0,0,955,530,530,0,955,425,0
Cooper Hodges,81548,T,APP STATE,14,99.9,1,108,79.8,73.6,82.1,1,12,414,100.0,99.8,97.7,7,16,3,955,0,0,0,956,432,433,0,949,523,7
Jordan Johnson,28921,C,UCF,13,100.0,1,323,63.9,59.2,65.7,3,10,458,100.0,100.0,98.6,6,13,0,955,955,0,0,955,485,485,0,0,470,0
Gerard Wheeler,76561,C,TULSA,12,100.0,0,320,61.2,63.6,59.2,5,13,493,100.0,100.0,98.0,6,19,1,953,953,0,0,953,519,519,0,0,434,0
Travis Bruffy,42074,T,TEXAS TECH,12,100.0,1,315,66.9,81.1,55.2,4,14,584,100.0,100.0,98.1,3,20,2,953,0,0,951,953,613,613,0,0,340,0
Ivory Scott,98699,G,ARK STATE,13,100.0,2,113,58.4,75.1,49.6,3,17,541,100.0,100.0,97.8,2,22,2,953,0,0,3,953,577,577,950,0,376,0
Jordan Reid,60805,T,MICH STATE,13,100.0,0,223,60.3,61.2,58.1,8,12,505,100.0,100.0,97.4,3,23,3,950,0,0,0,950,534,534,0,949,416,0
Dawson Deaton,60131,C,TEXAS TECH,12,100.0,0,315,70.5,54.8,76.0,1,12,584,100.0,100.0,98.9,3,13,0,950,950,0,0,950,612,612,0,0,338,0
Parker Braun,40258,G,TEXAS,13,100.0,0,311,68.6,70.4,72.4,4,14,551,100.0,100.0,98.0,9,20,2,949,0,949,0,949,581,581,0,0,368,0
Dustin Woodard,27124,C,MEMPHIS,14,100.0,3,218,86.0,77.8,90.1,1,3,462,100.0,100.0,99.4,6,5,1,948,948,0,0,948,490,490,0,0,458,0
Alec Lindstrom,58532,C,BOSTON COL,13,100.0,0,121,67.5,78.2,66.2,0,4,336,100.0,100.0,99.1,6,5,1,945,945,0,0,945,350,350,0,0,595,0
Tyler Vrabel,77343,T,BOSTON COL,13,100.0,0,121,73.9,81.0,70.2,1,8,336,100.0,100.0,98.7,5,9,0,944,0,1,939,944,353,353,0,0,591,0
Abraham Lucas,60218,T,WASH STATE,13,100.0,0,341,84.5,87.8,74.1,2,12,751,100.0,100.0,98.7,1,17,3,944,0,0,0,944,786,786,0,943,158,0
Jarrett Horst,102823,T,ARK STATE,13,100.0,6,113,51.4,55.7,58.1,9,20,534,100.0,100.0,96.9,19,31,2,941,0,0,938,941,571,571,0,0,370,3
Jake Brown,28920,T,UCF,13,100.0,1,323,59.7,55.9,63.6,4,13,454,100.0,100.0,96.8,8,23,6,940,0,0,0,940,481,481,0,940,459,0
Josh Watson,41677,G,WASH STATE,13,100.0,1,341,65.7,68.3,64.4,4,27,752,100.0,100.0,97.7,4,33,2,940,0,0,0,940,786,786,940,0,154,0
Ben Petrula,58533,T,BOSTON COL,13,100.0,0,121,64.9,56.0,68.3,6,13,333,100.0,100.0,96.8,5,20,1,938,0,0,0,938,347,347,0,938,591,0
James Empey,51995,C,BYU,13,100.0,1,128,79.5,86.5,75.4,0,7,516,100.0,100.0,99.1,2,8,1,937,937,0,0,937,543,543,0,0,394,0
Mike Novitsky,77545,C,BUFFALO,13,100.0,0,126,72.7,62.9,74.5,1,5,292,100.0,100.0,99.0,4,6,0,936,936,0,0,936,304,304,0,0,632,0
Ernesto Ramirez,102825,T,ARK STATE,13,100.0,1,113,43.9,40.6,47.2,6,29,531,100.0,100.0,93.9,5,50,15,935,0,0,2,935,567,567,0,933,368,0
Shane Lemieux,28149,G,OREGON,14,100.0,1,264,76.0,76.2,75.9,3,13,476,100.0,100.0,98.1,3,17,1,935,0,935,0,935,497,497,0,0,438,0
Calvin Throckmorton,28238,T,OREGON,14,100.0,0,264,82.5,90.2,78.3,2,7,476,100.0,100.0,99.1,3,9,0,935,189,0,0,935,497,497,0,739,438,7
Marcus Keyes,46187,G,OKLA STATE,13,100.0,1,262,72.0,77.1,69.6,2,7,413,100.0,100.0,98.4,3,11,2,935,0,933,0,935,445,445,0,0,490,0
Derek Smith,36229,G,C MICHIGAN,14,100.0,0,134,72.6,76.6,71.2,6,10,475,100.0,100.0,97.7,4,19,3,935,0,870,21,935,500,500,43,0,435,0
Harry Crider,59744,G,INDIANA,13,100.0,1,190,57.2,68.1,51.2,1,20,527,100.0,100.0,97.6,3,23,2,935,86,849,0,935,569,569,0,0,366,0
Olusegun Oluwatimi,98581,C,VIRGINIA,14,100.0,0,335,69.2,76.2,66.0,0,11,587,100.0,100.0,98.4,5,15,4,933,924,3,0,933,619,619,6,0,314,0
Liam Ryan,41618,T,WASH STATE,13,100.0,0,341,70.3,79.1,70.7,3,15,746,100.0,100.0,98.4,16,21,3,933,0,0,932,933,781,781,0,0,152,0
Tyler Biadasz,41178,C,WISCONSIN,14,100.0,0,349,83.5,70.5,86.2,0,4,377,100.0,100.0,99.2,4,5,1,933,933,0,0,933,390,390,0,0,543,0
Caleb Jones,59747,T,INDIANA,13,100.0,1,190,64.8,66.1,61.5,7,10,524,100.0,100.0,97.2,4,23,6,932,0,0,189,932,566,566,0,743,366,0
Frederick Mauigoa,41388,C,WASH STATE,13,100.0,0,341,66.0,73.7,57.3,6,26,744,100.0,100.0,97.7,3,33,1,932,932,0,0,932,778,778,0,0,154,0
Brady Christensen,51985,T,BYU,13,100.0,0,128,87.8,91.8,81.4,0,11,515,100.0,100.0,98.7,6,12,1,930,0,0,928,930,542,542,0,2,388,0
Jordan Tucker,59936,T,N CAROLINA,13,100.0,1,245,70.6,75.7,66.0,3,13,468,100.0,100.0,97.6,5,19,3,928,0,0,0,928,494,494,0,927,434,0
Bobby Haskins,77575,T,VIRGINIA,14,99.9,0,335,57.8,43.9,68.1,7,33,583,100.0,99.8,96.2,4,42,2,928,0,0,926,929,614,615,0,1,314,1
Evin Ksiezarczyk,14214,T,BUFFALO,13,100.0,0,126,69.9,52.1,72.8,5,10,290,100.0,100.0,97.1,4,16,1,927,0,0,925,927,302,302,0,0,625,0
Penei Sewell,81788,T,OREGON,14,99.9,0,264,95.8,91.1,95.7,2,5,470,99.8,99.8,99.3,4,7,0,926,0,0,924,927,491,492,0,0,435,3
Austin Jackson,60816,T,USC,13,100.0,0,326,74.1,79.0,67.6,1,9,562,100.0,100.0,98.4,5,14,4,926,0,0,926,926,590,590,0,0,336,0
Alijah Vera-Tucker,57107,G,USC,13,100.0,0,326,78.8,87.9,76.7,0,6,562,100.0,100.0,99.3,2,7,1,926,0,926,0,926,590,590,0,0,336,0
Josh Myers,59992,C,OHIO STATE,14,100.0,0,260,72.5,72.5,71.5,1,10,430,100.0,100.0,97.8,2,15,4,926,926,0,0,926,460,460,0,0,466,0
Jonah Jackson,37070,G,OHIO STATE,14,100.0,1,260,78.5,77.8,78.4,0,9,430,100.0,100.0,98.7,5,10,1,926,0,926,0,926,460,460,0,0,466,0
Michael Onwenu,27357,G,MICHIGAN,13,100.0,1,222,77.6,85.5,75.8,3,6,457,100.0,100.0,99.0,3,9,0,925,0,0,0,925,496,496,924,0,429,0
Curtis Blackwell,58521,G,BALL ST,12,100.0,0,117,61.2,76.0,56.4,4,10,435,100.0,100.0,98.4,4,14,0,923,0,0,0,923,461,461,923,0,462,0
Bryce Meeker,46205,T,IOWA STATE,13,100.0,4,193,69.3,72.4,70.5,3,18,541,100.0,100.0,97.7,11,23,2,923,0,0,0,923,573,573,0,922,350,1
Ryan Roberts,36149,T,FLORIDA ST,13,99.9,2,167,57.5,54.5,59.1,3,22,506,99.8,99.8,96.3,6,31,6,923,0,0,101,924,540,541,0,820,383,3
Wyatt Davis,59993,G,OHIO STATE,14,100.0,0,260,82.6,75.4,83.0,0,15,429,100.0,100.0,98.3,1,15,0,923,0,0,0,923,459,459,923,0,464,0
Danny Pinter,47339,T,BALL ST,12,99.9,0,117,91.2,77.8,90.9,1,14,434,99.8,99.8,98.0,2,16,1,922,0,0,0,923,460,461,0,923,462,0
Ben Bredeson,27305,G,MICHIGAN,13,100.0,1,222,71.4,88.7,66.8,1,8,455,100.0,100.0,99.0,4,9,0,922,0,921,1,922,493,493,0,0,429,0
Collin Olson,36523,C,IOWA STATE,13,100.0,2,193,56.6,53.4,58.4,5,12,539,100.0,100.0,98.4,6,17,0,921,832,89,0,921,571,571,0,0,350,0
Zach Shackelford,41139,C,TEXAS,13,100.0,1,311,56.5,53.3,57.6,2,11,542,100.0,100.0,97.9,4,18,5,921,921,0,0,921,572,572,0,0,349,0
Josh Knipfel,59756,G,IOWA STATE,13,100.0,0,193,64.9,60.5,67.9,4,18,538,100.0,100.0,97.8,4,23,1,919,0,0,60,919,570,570,858,0,349,1
Coy McMillon,60106,C,TCU,12,100.0,0,305,56.1,56.6,54.1,2,18,475,100.0,100.0,97.7,1,21,1,919,919,0,0,919,495,495,0,0,424,0
Cesar Ruiz,59857,C,MICHIGAN,13,100.0,1,222,71.8,87.2,66.3,2,7,455,100.0,100.0,99.0,6,9,0,919,919,0,0,919,492,492,0,0,427,0
Sidney Wells,100797,T,UAB,14,100.0,0,321,60.7,62.7,58.5,2,15,382,100.0,100.0,96.7,3,21,4,916,0,0,0,916,397,397,0,913,519,0
Ezra Cleveland,41973,T,BOISE ST,13,99.9,0,120,82.5,81.9,78.2,2,7,483,100.0,100.0,98.4,1,12,3,915,0,0,914,916,502,502,0,0,413,2
Shane Vallot,81704,C,LA LAFAYET,14,100.0,2,207,64.1,77.5,64.2,1,3,423,100.0,100.0,99.5,13,4,0,915,915,0,0,915,446,446,0,0,469,0
Joey Claybrook,60141,T,TULANE,13,100.0,0,319,53.8,47.0,59.3,8,25,408,100.0,100.0,94.7,7,38,5,913,0,0,855,913,421,421,0,58,492,0
Jordan Meredith,60235,G,W KENTUCKY,13,100.0,1,346,77.8,88.9,76.9,1,3,511,100.0,100.0,99.0,6,7,3,912,0,0,0,912,529,529,911,0,383,0
Airon Servais,41573,C,SYRACUSE,12,100.0,2,304,54.1,62.2,52.6,0,20,510,100.0,100.0,97.3,10,24,4,912,653,0,259,912,532,532,0,0,380,0
Evan Adams,46802,G,SYRACUSE,12,100.0,0,304,64.0,80.3,60.3,2,13,510,100.0,100.0,98.1,5,17,2,912,0,912,0,912,532,532,0,0,380,0
Tyrese Robinson,59998,G,OKLAHOMA,14,100.0,1,261,59.9,62.8,59.6,2,18,440,100.0,100.0,97.0,7,23,3,912,0,0,0,912,458,458,795,117,454,0
Carlos Vettorello,77348,T,SYRACUSE,12,100.0,4,304,56.9,60.7,58.2,1,25,510,100.0,100.0,96.3,11,32,6,912,221,0,652,912,532,532,0,38,380,1
Corey Dublin,60142,G,TULANE,13,100.0,0,319,67.9,76.1,67.4,1,12,408,100.0,100.0,98.4,7,13,0,911,0,911,0,911,421,421,0,0,490,0
Miles Pate,36494,T,W KENTUCKY,13,100.0,0,346,76.0,77.6,69.9,5,12,510,100.0,100.0,97.7,0,20,3,911,0,17,0,911,528,528,0,892,383,1
Andre Harris Jr.,58501,G,ARK STATE,13,100.0,3,113,68.2,85.8,62.7,0,7,517,100.0,100.0,98.9,6,9,2,910,0,910,0,910,551,551,0,0,359,0
Seth Joest,41891,C,W KENTUCKY,13,100.0,0,346,68.9,81.4,62.0,1,5,510,100.0,100.0,99.4,2,6,0,910,910,0,0,910,528,528,0,0,382,0
Kody Russey,41726,C,LA TECH,13,100.0,1,208,76.1,78.9,74.3,3,10,502,100.0,100.0,98.5,5,14,1,909,909,0,0,909,535,535,0,0,374,0
Brian Anderson,59932,C,N CAROLINA,13,100.0,0,245,52.2,55.0,53.3,3,9,463,100.0,100.0,97.4,8,18,6,908,908,0,0,908,491,491,0,0,417,0
Luke Juriga,29571,C,W MICHIGAN,13,100.0,0,347,78.3,85.3,73.5,1,3,453,100.0,100.0,99.3,3,5,1,907,907,0,0,907,481,481,0,0,426,0
Sam Tecklenburg,47316,G,BAYLOR,14,100.0,2,118,65.4,84.5,58.6,2,5,509,100.0,100.0,99.1,5,8,1,906,297,545,0,906,543,543,64,0,363,0
Jaylon Moore,43678,T,W MICHIGAN,13,100.0,3,347,70.7,81.0,62.7,2,6,447,100.0,100.0,98.7,8,10,2,906,0,0,899,906,475,475,0,6,431,0
Brian Dooley,77531,T,E MICHIGAN,13,100.0,0,160,68.0,67.7,64.6,2,17,520,100.0,100.0,97.4,2,23,4,905,0,0,0,905,556,556,0,904,349,1
Christian Montano,98651,C,TULANE,13,100.0,1,319,59.2,39.2,66.0,0,19,403,100.0,100.0,97.4,6,20,1,905,905,0,0,905,416,416,0,0,489,0
Baer Hunter,44512,G,APP STATE,14,100.0,1,108,68.4,72.2,69.7,0,5,378,100.0,100.0,98.8,9,7,2,903,0,0,0,903,396,396,903,0,507,0
Tyler Witt,40256,G,W KENTUCKY,13,100.0,0,346,72.3,80.1,69.0,4,11,499,100.0,100.0,98.5,2,15,0,901,1,899,0,901,516,516,0,0,385,0
Conner Olson,41504,G,MINNESOTA,13,100.0,0,225,57.4,62.9,55.8,4,6,369,100.0,100.0,97.8,4,13,3,900,448,337,0,900,393,393,114,0,507,0
Sam Schlueter,41640,T,MINNESOTA,13,99.9,0,225,65.9,59.0,65.8,9,5,368,99.7,99.7,97.8,1,15,1,899,0,0,842,900,392,393,0,0,507,57
Mike Caliendo,41446,G,W MICHIGAN,13,100.0,0,347,68.3,73.2,67.2,2,9,448,100.0,100.0,98.8,5,11,0,897,0,896,0,897,476,476,0,0,421,0
J.L. Gaston,41762,T,TROY,12,100.0,1,318,74.5,75.5,68.0,1,19,547,100.0,100.0,97.3,1,25,5,896,0,1,0,896,585,585,0,894,311,0
Royce Newman,41746,G,OLE MISS,12,100.0,0,226,60.2,60.6,57.8,1,8,392,100.0,100.2,98.6,2,10,1,896,0,758,0,896,417,416,138,0,479,0
Levi Brown,36815,C,MARSHALL,13,100.0,1,214,63.1,56.5,65.4,1,14,397,100.0,100.0,98.1,4,15,0,895,895,0,0,895,429,429,0,0,466,0
Alex Mollette,40437,G,MARSHALL,13,100.0,0,214,68.0,78.0,63.6,0,10,397,100.0,100.0,98.7,0,10,0,895,0,895,0,895,429,429,0,0,466,0
Grant Gibson,57005,C,NC STATE,12,100.0,1,248,68.9,65.2,73.0,1,11,512,100.0,100.0,98.6,6,13,1,894,894,0,0,894,535,535,0,0,359,0
Jack Driscoll,27064,T,AUBURN,13,100.0,1,115,72.7,87.0,65.7,0,9,423,100.0,100.0,98.7,6,10,1,894,0,0,0,894,443,443,0,893,451,1
Marquel Harrell,37373,G,AUBURN,13,100.0,1,115,71.3,84.9,69.0,0,6,423,100.0,100.0,99.3,5,6,0,893,0,892,0,893,443,443,0,0,450,0
Austin Deculus,59821,T,LSU,13,100.0,0,211,66.0,67.6,62.4,4,25,539,100.0,100.0,96.8,2,32,3,893,0,0,0,893,558,558,0,893,335,0
Julian Sams,77500,G,KENT STATE,13,100.0,0,201,67.1,80.4,59.9,0,11,451,100.0,100.0,98.6,0,12,1,892,0,891,0,892,487,487,0,1,405,0
Grant Hermanns,40648,T,PURDUE,12,99.9,0,273,64.9,72.4,61.1,5,13,568,100.0,99.8,98.1,6,20,2,892,0,0,889,893,598,599,0,0,294,2
Daishawn Dixon,37289,G,S DIEGO ST,13,100.0,1,284,70.0,79.6,66.2,2,7,423,100.0,100.0,98.9,3,9,0,890,0,889,0,890,439,439,0,0,451,0
Marquice Robinson,81639,T,FAU,14,100.0,1,165,56.1,67.7,47.9,4,13,468,100.0,100.0,97.5,1,20,3,889,0,0,0,889,498,498,0,889,391,0
D'Ante Smith,41497,T,E CAROLINA,12,100.0,2,156,71.0,75.0,68.8,2,18,456,100.0,100.0,97.1,7,23,3,889,0,0,889,889,491,491,0,0,398,0
Matt Hennessy,41141,C,TEMPLE,12,100.0,0,306,87.7,81.4,89.2,1,4,470,100.0,100.0,99.5,5,5,0,889,889,0,0,889,494,494,0,0,395,0
Chris Murray,81885,G,UCLA,12,100.0,0,324,58.0,72.7,54.2,0,13,500,100.0,100.0,98.1,6,16,3,888,0,0,0,888,516,516,888,0,372,0
Trace Clopton,81843,C,SO MISS,13,100.0,0,296,54.9,64.4,54.2,5,15,484,100.0,100.0,97.5,10,22,2,887,885,2,0,887,504,504,0,0,383,0
Cordel Iwuagwu,46201,G,TCU,12,100.0,1,305,64.6,75.8,60.6,6,6,466,100.0,100.0,97.6,3,17,5,887,0,887,0,887,486,486,0,0,401,0
Matthew Cindric,81604,G,CAL,13,100.0,1,130,60.8,59.1,63.0,3,19,482,100.0,100.0,96.9,7,26,4,884,184,700,0,884,515,515,0,0,369,0
Tyler Haycraft,36621,T,LOUISVILLE,13,99.7,0,210,62.3,62.0,69.6,4,10,389,99.2,99.3,97.4,13,17,3,884,0,0,0,887,408,411,0,863,476,23
Drake Dorbeck,37286,T,SO MISS,13,100.0,1,296,81.3,85.6,76.7,2,9,485,100.0,100.0,98.7,6,12,1,882,0,0,870,882,505,505,0,6,377,6
Cain Madden,41602,G,MARSHALL,13,100.0,0,214,75.9,79.0,74.2,1,7,397,100.0,100.0,98.5,1,10,2,881,0,0,0,881,429,429,879,0,452,0
Joshua Fedd-Jackson,60812,G,NC STATE,12,100.0,1,248,78.0,74.4,80.3,1,12,506,100.0,100.0,98.3,4,15,2,881,0,0,0,881,529,529,881,0,352,0
Arvin Fletcher,41722,G,SO MISS,13,100.0,1,296,64.2,68.2,59.9,6,17,485,100.0,100.0,97.2,1,25,2,881,3,640,0,881,505,505,49,186,376,3
William Dunkle,81815,G,S DIEGO ST,13,100.0,0,284,73.8,83.4,70.3,3,7,418,100.0,100.0,98.8,4,10,0,880,0,0,0,880,435,435,879,0,445,1
Bobby Reynolds,39584,C,LA MONROE,12,100.0,0,209,67.5,79.7,65.6,0,9,444,100.0,100.0,99.0,8,9,0,879,879,0,0,879,465,465,0,0,414,0
John Phillips,39364,G,BOSTON COL,12,100.0,0,121,73.4,86.5,70.0,0,6,303,100.0,100.0,98.7,2,7,1,878,0,0,0,878,317,317,874,0,561,0
Jake Curhan,38549,T,CAL,13,100.0,0,130,80.0,81.3,75.3,3,10,478,100.0,100.0,98.2,4,15,2,878,0,0,0,878,511,511,4,873,367,1
Dakota Davis,60104,G,SYRACUSE,12,100.0,1,304,61.0,81.4,55.7,0,10,497,100.0,100.0,98.4,7,13,3,877,0,0,0,877,519,519,877,0,358,0
Scottie Dill,36231,T,MEMPHIS,13,100.0,1,218,73.9,72.7,71.4,2,10,408,100.0,100.0,98.0,8,14,2,877,0,0,0,877,433,433,0,877,444,0
Donell Stanley,46747,C,S CAROLINA,12,100.0,0,289,66.7,82.0,58.5,0,3,512,100.0,100.0,99.5,2,4,1,877,813,64,0,877,535,535,0,0,342,0
Johnny Wilson,45581,C,OKLA STATE,12,100.0,2,262,63.8,64.3,63.0,2,6,393,100.0,100.0,98.7,5,9,1,876,802,0,0,876,421,421,72,0,455,0
Manuel Orona-Lopez,77414,G,MEMPHIS,14,99.9,0,218,69.1,69.2,70.4,2,11,432,100.0,99.8,98.0,5,15,2,875,40,0,0,876,456,457,833,0,419,3
Cohl Cabral,12740,C,ARIZONA ST,13,100.0,1,110,63.5,62.2,64.7,2,12,486,100.0,100.0,98.4,5,15,1,875,736,0,137,875,515,515,0,0,360,2
Trey Hill,81653,C,GEORGIA,14,100.0,1,173,73.8,80.2,70.7,1,0,405,100.0,100.0,99.6,4,2,1,874,873,0,0,874,433,433,0,0,441,0
Steven Nielsen,26265,T,E MICHIGAN,13,100.0,1,160,70.5,73.3,70.4,4,19,506,100.0,100.0,97.5,6,24,1,873,0,0,863,873,541,541,0,9,332,1
Robert Valencia,60221,G,WASH STATE,13,100.0,0,341,67.5,73.0,63.3,2,15,692,100.0,100.0,98.3,1,20,3,873,0,872,0,873,726,726,0,0,147,0
