player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Jimmy Morrissey,41626,C,PITTSBURGH,11,100.0,1,268,69.0,64.3,69.7,4,12,475,100.0,100.0,97.7,1,19,3,807,711,0,0,807,508,508,96,0,299,0
Dylan Bradshaw,41566,C,TROY,11,100.0,0,318,70.9,76.8,68.7,0,10,493,100.0,100.0,98.8,3,11,1,805,805,0,0,805,513,513,0,0,292,0
Grant Betts,81870,G,TROY,11,100.0,1,318,71.8,81.4,67.8,0,11,493,100.0,100.0,98.9,2,11,0,805,0,804,0,805,513,513,0,1,292,0
Jake Andrews,81868,G,TROY,11,100.0,0,318,79.7,84.6,79.7,2,4,493,100.0,100.0,99.2,3,7,1,804,0,0,0,804,513,513,804,0,291,0
Cole Schneider,55401,G,UCF,10,99.9,0,323,54.8,59.1,52.5,1,9,418,100.0,100.0,98.1,4,13,3,803,0,802,0,804,448,448,0,0,355,0
Aaron Dowdell,41586,G,GA SOUTHRN,13,100.0,2,174,75.3,68.9,74.9,2,6,216,100.0,100.0,97.7,5,9,1,802,0,794,0,802,225,225,0,0,577,7
Liam Shanahan,108697,C,LSU,10,100.0,0,211,68.2,75.6,65.3,1,9,473,100.0,100.0,98.7,4,11,1,801,801,0,0,801,489,489,0,0,312,0
Ry Schneider,41164,C,OKLA STATE,11,100.0,0,262,68.8,79.5,63.8,0,8,375,100.0,100.0,98.7,3,9,1,793,793,0,0,793,401,401,0,0,392,0
Willie Lampkin,122344,G,COAST CAR,12,100.0,0,141,75.1,78.1,73.4,2,6,332,100.0,100.0,98.5,3,9,1,793,0,793,0,793,353,353,0,0,440,0
Trey Carter,54494,G,COAST CAR,12,100.0,0,141,68.0,73.3,65.8,0,9,332,100.0,100.0,98.3,3,10,1,793,0,0,0,793,353,353,793,0,440,0
Austin Deculus,59821,T,LSU,10,100.0,0,211,67.3,68.9,64.1,7,11,468,100.0,100.0,97.2,2,22,4,792,0,0,0,792,484,484,0,792,308,0
Brian Ankerson,41827,C,S ALABAMA,11,100.0,1,288,47.2,38.5,48.8,4,17,423,100.0,100.0,96.8,5,24,3,791,791,0,0,791,446,446,0,0,345,0
Sam Thompson,81612,C,COAST CAR,12,100.0,0,141,62.7,73.6,59.3,2,6,332,100.0,100.0,98.5,2,9,1,790,790,0,0,790,353,353,0,0,437,0
Evan Neal,99063,T,ALABAMA,12,100.0,0,103,83.7,73.1,86.4,1,6,399,100.0,100.0,98.6,4,9,2,789,0,0,23,789,423,423,1,765,366,0
Tyler Vrabel,77343,T,BOSTON COL,11,100.0,0,121,77.4,79.4,72.6,4,12,445,100.0,100.0,97.8,3,18,2,785,0,0,0,785,473,473,0,783,312,2
Christian Mahogany,98261,G,BOSTON COL,11,100.0,1,121,66.2,76.0,63.5,3,9,445,100.0,100.0,98.0,5,15,3,785,0,785,0,785,473,473,0,0,312,0
Alec Lindstrom,58532,C,BOSTON COL,11,100.0,0,121,65.2,85.1,57.2,2,9,445,100.0,100.0,98.3,4,13,2,785,785,0,0,785,473,473,0,0,312,0
Zion Johnson,99681,T,BOSTON COL,11,100.0,2,121,76.1,68.4,76.1,7,18,445,100.0,100.0,96.7,2,27,2,785,0,0,783,785,473,473,0,0,312,2
Jeremy James,98423,G,OLE MISS,10,100.0,1,226,74.5,60.0,76.9,0,16,391,100.0,100.0,97.2,5,19,3,781,0,0,0,781,415,415,779,1,366,0
Cole Brown,81768,T,N TEXAS,10,100.0,0,251,50.9,51.0,49.5,2,14,377,100.0,100.0,97.1,1,19,3,780,0,30,749,780,391,391,0,0,389,1
Manase Mose,59950,C,N TEXAS,10,100.0,0,251,50.5,17.5,66.5,1,8,377,100.0,100.0,98.5,6,10,1,780,780,0,0,780,391,391,0,0,389,0
Jacob Brammer,59944,T,N TEXAS,10,100.0,0,251,68.1,66.6,65.7,4,8,377,100.0,100.0,98.4,1,12,0,779,0,0,0,779,391,391,0,778,388,0
Jackson Carman,52575,T,CLEMSON,12,100.0,1,140,79.2,75.8,81.5,4,3,452,100.0,100.0,98.3,7,11,4,779,0,0,779,779,477,477,0,0,302,0
Ben Petrula,58533,G,BOSTON COL,11,100.0,0,121,62.4,64.5,59.3,8,10,445,100.0,100.0,97.5,0,20,2,778,0,0,0,778,473,473,776,2,305,0
Will Putnam,99655,G,CLEMSON,12,100.0,0,140,63.7,65.1,61.9,0,8,449,100.0,100.0,99.1,3,8,0,778,0,0,0,778,472,472,778,0,306,0
Steven Bedosky,54493,T,COAST CAR,12,100.0,0,141,54.5,53.2,52.9,3,17,327,100.0,100.0,96.3,0,22,2,777,0,0,0,777,348,348,0,772,429,5
Seth Joest,41891,C,W KENTUCKY,12,100.0,0,346,67.7,73.2,65.8,3,11,421,100.0,100.0,97.9,3,16,2,770,770,0,0,770,434,434,0,0,336,0
Nick Brahms,58514,C,AUBURN,11,100.0,0,115,64.9,65.2,65.0,0,9,412,100.0,100.0,98.9,4,9,0,769,769,0,0,769,436,436,0,0,333,0
Dareuan Parker,41285,G,MISS STATE,11,100.0,1,227,75.5,82.2,73.1,1,11,599,100.0,100.0,99.0,2,12,0,768,0,0,0,768,617,617,768,0,151,0
Darrell Simmons Jr.,99441,G,IOWA STATE,11,100.0,1,193,61.0,66.0,62.5,3,9,376,100.0,100.0,98.4,10,12,0,768,0,0,0,768,400,400,768,0,368,0
Alan Ali,60053,C,SMU,10,100.0,0,287,60.7,61.4,58.9,0,7,415,100.0,100.0,99.2,1,7,0,767,654,81,0,767,440,440,0,32,327,0
Spencer Burford,81920,T,UTSA,11,100.0,0,331,59.9,71.1,56.6,3,8,364,100.0,100.0,97.4,7,15,4,766,0,0,623,766,388,388,0,143,378,0
Lokahi Pauole,98548,G,UCF,10,100.0,1,323,54.2,50.4,55.8,2,10,399,100.0,100.0,98.5,5,12,0,765,0,0,0,765,427,427,765,0,338,0
Cole Spencer,60236,T,W KENTUCKY,12,100.0,1,346,78.2,84.7,72.3,1,10,420,100.0,100.0,98.5,3,12,1,764,0,0,764,764,433,433,0,0,331,0
Jordan Meredith,60235,G,W KENTUCKY,12,100.0,0,346,81.5,83.9,83.9,1,8,420,100.0,100.0,98.7,4,10,1,764,0,0,0,764,433,433,764,0,331,0
Mason Brooks,81938,T,W KENTUCKY,12,100.0,0,346,83.4,77.5,84.4,0,11,420,100.0,100.0,98.2,3,13,2,764,0,0,0,764,433,433,0,764,331,0
Shamarious Gilmore,41823,G,GA STATE,10,100.0,2,175,61.6,64.5,58.8,1,5,320,100.0,100.0,99.1,2,6,0,760,0,759,0,760,334,334,0,0,426,0
Malik Sumter,55194,C,GA STATE,10,100.0,0,175,67.3,37.4,72.9,4,6,320,100.0,100.0,97.8,1,12,2,759,759,0,0,759,334,334,0,0,425,0
Travis Glover,81658,T,GA STATE,10,100.0,0,175,63.4,70.7,57.4,2,6,320,100.0,100.0,98.1,0,10,2,758,0,0,740,758,334,334,0,0,424,3
Adonis Boone,77558,T,LOUISVILLE,11,99.9,1,210,61.5,56.6,62.9,5,19,393,99.7,99.8,95.7,5,29,5,751,0,0,732,752,412,413,0,8,339,10
Thomas Sargeant,41824,C,LIBERTY,11,100.0,0,206,65.3,65.1,66.4,2,11,364,100.0,100.0,98.2,4,13,0,749,749,0,0,749,389,389,0,0,360,0
Jack Anderson,60130,G,TEXAS TECH,10,100.0,0,315,78.8,86.2,77.7,1,3,442,100.0,100.0,98.9,2,7,3,749,13,0,0,749,459,459,736,0,290,0
Mike Johnson,41265,G,ARMY,12,100.0,1,114,88.1,47.0,87.8,1,2,94,100.0,100.0,96.3,2,5,2,746,0,746,0,746,101,101,0,0,645,0
Adrian Ealy,59995,T,OKLAHOMA,11,100.0,1,261,77.4,81.0,74.3,3,8,389,100.0,100.0,97.8,6,14,3,746,0,0,54,746,421,421,0,692,325,0
Matt Bockhorst,51714,G,CLEMSON,12,100.0,0,140,61.1,65.1,62.1,3,13,423,100.0,100.0,98.1,5,16,0,744,0,744,0,744,446,446,0,0,298,0
Jordan McFadden,77578,T,CLEMSON,12,100.0,0,140,83.5,73.5,83.4,0,13,420,100.0,100.0,97.7,0,16,3,744,0,0,0,744,443,443,0,744,301,0
Edward Collins,77408,T,UCF,10,100.0,0,323,41.4,42.1,42.8,2,18,392,100.0,100.0,96.2,4,25,5,743,0,0,743,743,420,420,0,0,323,0
Cooper Hodges,81548,T,APP STATE,11,100.0,0,108,74.9,86.5,73.6,2,2,303,100.0,100.0,99.3,8,4,0,742,0,0,0,742,325,325,0,736,417,6
Austin Stidham,60135,T,TROY,10,100.0,0,318,83.1,85.6,76.3,1,8,451,100.0,100.0,98.6,1,11,2,742,0,0,738,742,470,470,0,0,272,4
Pat Bartlett,55191,G,GA STATE,10,100.0,0,175,54.1,62.9,51.0,3,7,311,100.0,100.0,98.4,1,10,0,742,0,0,0,742,325,325,739,2,417,0
Corey Dublin,60142,G,TULANE,11,100.0,0,319,70.3,58.5,72.3,0,13,341,100.0,100.0,96.9,3,17,4,741,1,740,0,741,366,366,0,0,375,0
Brady Christensen,51985,T,BYU,12,100.0,0,128,95.9,95.2,95.3,0,2,383,100.0,100.0,99.5,5,3,1,741,0,0,740,741,409,409,0,0,332,1
Marquis Hayes,60000,G,OKLAHOMA,11,100.0,0,261,71.7,74.2,69.4,2,8,385,100.0,100.0,98.2,2,12,2,738,0,736,0,738,416,416,2,0,322,0
Chris Glaser,62780,G,VIRGINIA,10,100.0,0,335,67.4,78.0,63.9,1,10,432,100.0,100.0,98.7,3,11,0,734,0,0,0,734,461,461,730,3,273,0
Abraham Delfin,59808,G,LA TECH,10,100.0,1,208,69.4,72.1,66.8,4,12,413,100.0,100.0,97.6,1,18,2,733,28,0,0,733,439,439,705,0,294,0
Michael Maietti,40939,C,MISSOURI,10,100.0,0,229,76.3,70.3,76.5,1,3,389,100.0,100.0,99.5,4,4,0,732,732,0,0,732,407,407,0,0,325,0
Case Cook,59876,G,MISSOURI,10,100.0,1,229,64.9,84.2,59.3,2,7,388,100.0,100.0,98.8,4,9,0,731,0,0,0,731,406,406,731,0,325,0
Jean Delance,41866,T,FLORIDA,12,100.0,0,163,51.1,47.7,54.8,11,24,424,100.0,100.0,94.7,3,40,5,731,0,0,0,731,449,449,0,731,282,0
Jarrid Williams,38432,T,MIAMI FL,10,99.9,1,220,69.8,79.7,63.4,4,4,387,99.7,99.8,98.4,3,10,2,730,0,0,0,731,418,419,0,727,312,3
Asim Richards,99674,T,N CAROLINA,12,100.0,1,245,49.6,42.8,53.9,4,20,355,100.0,100.0,94.6,6,31,7,730,0,0,729,730,380,380,0,1,350,0
Hayden Howerton,60052,G,SMU,10,100.0,1,287,77.5,84.0,73.1,2,4,397,100.0,100.0,99.2,2,6,0,728,122,606,0,728,421,421,0,0,307,0
Joshua Mote,59803,G,LA TECH,10,100.0,0,208,68.7,82.0,63.6,0,8,411,100.0,100.0,98.5,2,10,2,728,0,728,0,728,437,437,0,0,291,0
Rasheed Walker,81798,T,PENN STATE,9,100.0,0,266,70.6,67.9,71.9,0,12,361,100.0,100.0,97.8,4,14,2,726,0,0,726,726,383,383,0,0,343,0
Michal Menet,41448,C,PENN STATE,9,100.0,0,266,69.4,66.2,68.8,2,10,361,100.0,100.0,97.5,1,15,3,726,726,0,0,726,383,383,0,0,343,0
Tyler Witt,40256,G,W KENTUCKY,12,100.0,1,346,69.9,74.0,68.0,1,11,398,100.0,100.0,98.0,3,14,2,725,0,725,0,725,411,411,0,0,314,0
Brock Hoffman,54535,C,VA TECH,11,100.0,0,337,66.7,68.6,67.8,0,3,295,100.0,100.0,98.5,8,6,3,725,725,0,0,725,323,323,0,0,402,0
Ed Ingram,59819,G,LSU,9,100.0,0,211,74.7,62.2,78.2,5,10,422,100.0,100.0,97.7,0,17,2,724,0,724,0,724,437,437,0,0,287,0
Christian Jones,77463,T,TEXAS,10,100.0,0,311,65.5,58.9,71.8,4,18,400,100.0,100.0,96.0,7,27,5,723,0,0,34,723,431,431,0,689,292,0
Ryan Johnson,41740,G,GA TECH,10,100.0,0,176,45.5,50.1,45.4,2,17,350,100.0,100.0,97.3,5,19,0,723,0,0,0,723,378,378,722,0,345,0
Junior Angilau,77465,G,TEXAS,10,100.0,1,311,73.6,77.6,74.2,2,10,400,100.0,100.0,98.0,4,14,2,723,0,723,0,723,431,431,0,0,292,0
Samuel Jackson,55403,T,UCF,9,100.0,0,323,57.0,52.0,59.3,2,10,368,100.0,100.0,97.8,4,14,2,723,0,78,134,723,391,391,118,393,332,0
Jack DeFoor,41168,G,GA TECH,10,100.0,0,176,53.5,58.2,51.2,6,12,350,100.0,100.0,96.6,4,21,3,722,0,713,8,722,378,378,0,0,344,0
Will Fries,41530,G,PENN STATE,9,100.0,1,266,73.5,75.7,70.1,0,8,360,100.0,100.0,97.8,3,12,4,722,0,0,0,722,382,382,404,311,340,7
Brian Anderson,59932,C,N CAROLINA,11,100.0,0,245,48.9,43.0,51.6,1,17,367,100.0,100.0,97.5,5,18,0,722,722,0,0,722,394,394,0,0,328,0
Charles Cross,98401,T,MISS STATE,10,100.0,1,227,64.4,60.7,72.0,5,33,559,100.0,100.0,95.5,5,44,6,720,0,0,720,720,574,574,0,0,146,0
Daizion Carroll,81769,G,N TEXAS,10,100.0,0,251,63.9,59.7,65.4,0,10,343,100.0,100.0,98.3,4,11,1,719,17,0,0,719,356,356,701,1,363,0
Lecitus Smith,61069,G,VA TECH,11,100.0,1,337,72.0,76.1,70.1,0,7,288,100.0,100.0,98.8,2,7,0,718,0,718,0,718,312,312,0,0,406,0
Olusegun Oluwatimi,98581,C,VIRGINIA,10,100.0,1,335,71.1,54.1,77.1,2,13,426,100.0,100.0,98.2,4,15,0,718,718,0,0,718,454,454,0,0,264,0
Tommy Kraemer,40976,G,NOTRE DAME,11,100.0,1,258,76.5,73.1,76.6,0,10,368,100.0,100.0,97.8,1,13,3,717,0,0,0,717,390,390,716,0,327,0
Dawson Deaton,60131,C,TEXAS TECH,10,100.0,0,315,74.8,77.3,72.1,2,6,427,100.0,100.0,99.1,2,8,0,717,717,0,0,717,445,445,0,0,272,0
Landon Dickerson,41712,C,ALABAMA,12,100.0,0,103,91.3,76.2,92.8,2,2,363,100.0,100.0,99.2,3,5,1,716,685,31,0,716,385,385,0,0,331,0
Shane Vallot,81704,C,LA LAFAYET,11,100.0,1,207,68.4,65.0,69.3,1,8,319,100.0,100.0,98.6,4,9,0,713,713,0,0,713,339,339,0,0,374,0
Michael Brown,77467,G,W VIRGINIA,10,100.0,0,343,73.2,71.1,75.9,5,7,409,100.0,100.0,98.3,3,13,1,712,0,0,1,712,427,427,710,0,285,0
Johnathan Bass,83920,T,GA STATE,10,100.0,0,175,63.3,63.0,61.3,2,6,300,100.0,100.0,98.0,1,10,2,712,0,0,0,712,314,314,0,692,398,5
Beau Morris,24688,T,SMU,10,100.0,0,287,65.0,54.8,69.8,3,15,379,100.0,100.0,97.1,4,20,2,711,0,0,40,711,399,399,0,671,312,0
Creed Humphrey,59996,C,OKLAHOMA,11,100.0,0,261,80.9,68.9,84.7,0,7,370,100.0,100.0,99.1,4,7,0,710,710,0,0,710,401,401,0,0,309,0
Tristan Schultz,59796,T,LIBERTY,11,100.0,0,206,73.3,72.6,74.6,0,11,347,100.0,100.0,97.6,5,14,3,709,0,0,709,709,370,370,0,0,339,0
Kody Russey,41726,C,LA TECH,10,100.0,1,208,69.3,71.2,69.0,2,5,397,100.0,100.0,98.6,5,9,2,708,708,0,0,708,423,423,0,0,285,0
Chandon Herring,41029,G,BYU,12,100.0,0,128,82.2,77.0,82.4,2,10,358,100.0,100.0,97.8,1,14,2,707,0,132,0,707,384,384,334,241,323,0
Myron Cunningham,33168,T,ARKANSAS,10,100.0,0,111,66.2,73.1,61.3,3,5,366,100.0,100.0,98.4,4,10,2,705,0,0,700,705,391,391,0,0,314,4
Kevin Davis,60199,G,UTSA,10,100.0,0,331,59.3,77.1,55.4,1,2,352,100.0,100.0,98.7,4,6,3,702,138,0,0,702,375,375,564,0,327,0
Zach Quinney,62969,T,GA TECH,10,100.0,1,176,49.9,49.5,52.4,9,14,342,100.0,100.0,95.8,6,26,3,702,0,0,699,702,370,370,0,0,332,3
Tyrese Robinson,59998,G,OKLAHOMA,11,100.0,1,261,71.3,84.2,73.3,0,8,369,100.0,100.0,98.4,10,10,2,701,0,0,0,701,400,400,701,0,301,0
O'Cyrus Torrence,102821,G,LA LAFAYET,11,100.0,2,207,74.2,89.0,74.7,0,2,312,100.0,100.0,99.7,6,2,0,701,0,0,0,701,332,332,699,0,369,0
Jake Springfield,99425,T,OKLA STATE,10,100.0,0,262,63.0,60.3,60.6,5,12,329,100.0,100.0,96.8,0,19,2,700,0,0,700,700,350,350,0,0,350,0
Jordan Tucker,59936,T,N CAROLINA,11,100.0,0,245,64.1,51.7,69.2,1,21,353,100.0,100.0,96.6,3,23,1,700,0,0,0,700,377,377,0,699,323,0
Landon Young,41761,T,KENTUCKY,11,100.0,1,202,77.3,76.3,75.7,1,11,282,100.0,100.0,97.5,4,13,1,699,0,5,693,699,305,305,0,0,394,0
Darian Kinnard,51789,T,KENTUCKY,11,100.0,0,202,91.5,75.3,91.9,2,7,281,100.0,100.0,97.7,1,11,2,698,0,0,0,698,304,304,2,695,394,0
Drake Jackson,40872,C,KENTUCKY,11,100.0,0,202,86.4,79.3,85.4,0,3,282,100.0,100.0,99.5,2,3,0,698,698,0,0,698,305,305,0,0,393,0
Josh Burger,51610,T,TEXAS TECH,10,100.0,0,315,58.6,56.2,61.1,4,17,409,100.0,100.0,96.7,4,24,3,695,0,0,0,695,425,425,0,694,270,1
Nick Krimin,41825,C,RUTGERS,9,100.0,0,278,52.6,46.2,52.5,4,6,360,100.0,100.0,97.8,0,13,3,692,672,0,0,692,385,385,20,0,307,0
Dante Bivens,77317,G,TULSA,9,100.0,1,320,48.8,63.8,42.3,5,5,341,100.0,100.0,97.7,2,13,3,691,0,689,2,691,366,366,0,0,325,0
Dan Moore Jr.,60120,T,TEXAS A&M,10,100.0,1,312,69.7,67.9,66.3,6,10,326,100.0,100.0,96.9,4,18,2,691,0,0,691,691,339,339,0,0,352,0
Carson Green,60118,T,TEXAS A&M,10,100.0,0,312,82.2,64.6,90.1,2,13,326,100.0,100.0,97.7,5,15,0,691,0,0,0,691,339,339,0,691,352,0
Kenyon Green,99052,G,TEXAS A&M,10,100.0,0,312,75.0,63.0,77.2,5,5,326,100.0,100.0,98.5,4,10,0,691,1,690,0,691,339,339,0,0,352,0
Brandon Yates,99423,T,W VIRGINIA,10,100.0,1,343,55.3,58.6,56.5,7,17,397,100.0,100.0,96.2,7,27,3,690,0,0,688,690,411,411,0,0,279,1
Reggie Sutton,81813,T,RUTGERS,9,100.0,0,278,60.7,65.5,55.4,7,5,359,100.0,100.0,97.2,0,16,4,690,0,0,0,690,384,384,130,555,306,4
Ryan McCollum,41974,C,TEXAS A&M,10,100.0,0,312,69.6,64.0,69.4,5,6,325,100.0,100.0,98.3,1,11,0,690,690,0,0,690,338,338,0,0,352,0
